record_id,existing_study_id,pmid,title,authors,year,journal,document_type,book_title,publisher,doi,pmcid,abstract,publication_types,source_url,raw_xml,in_core,in_supplement,status,sampling_reason,reviewer_1,reviewer_1_decision,reviewer_2,reviewer_2_decision,adjudication,reason,decision_date
R-33875252,,33875252,Trends in opioid prescription for craniomaxillofacial trauma in the United States: An 11-year retrospective study of emergency room and office visits.,Shah J; Lesko RP; Lala B; Ricci J,2021,Surgery,journal_article,,,10.1016/j.surg.2021.03.007,,"BACKGROUND: Facial trauma is associated with significant long-term morbidity and pain. These patients are routinely prescribed opioid medication and are at risk for opioid dependence. Rates and trends in opioid prescription in the ambulatory setting for management of craniofacial trauma are unknown.
METHODS: The National Ambulatory Medical Care Survey and National Hospital Ambulatory Medical Care Survey data were analyzed from 2006 to 2016. Using International Classification of Diseases codes, 7,997,454 visits for craniomaxillofacial trauma were identified. Trends in opioid and nonopioid prescriptions were studied, with variables of interest including demographics, geographic region, expected source of payment, and injury location.
RESULTS: Over the study period, trends in both opioid and nonopioid prescriptions remained stable, with about 13.4% of all visits receiving opioid prescriptions. Patients aged 18 to 44 (P < .001) and lower face trauma (P = .047) were associated with increased rates, while Medicare and charity payers (P < .001) were associated with lower rates of opioid prescriptions. There was no significant difference in prescription rates across geographical regions, by ethnicity, or sex.
CONCLUSION: Opioid medication forms the cornerstone for ambulatory management of craniofacial trauma. Despite increased awareness and emphasis on multimodal pain management, opioid prescription trends have remained relatively stable over time.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/33875252/,research/review_2026-09-21/pubmed/raw/priority_metadata_004000.xml,True,True,Awaiting independent human title/abstract screening,Mental health and pain title terms; manual classification pending,,,,,,,
R-40569592,,40569592,Receipt of Buprenorphine and Naltrexone for Opioid Use Disorder by Race and Ethnicity and Insurance Type.,Khatri UG; Lopez C; Yen YT; Ling EJ; Richardson LD; Ngai KM,2025,JAMA network open,journal_article,,,10.1001/jamanetworkopen.2025.18493,PMC12203278,"IMPORTANCE: Despite expanded efforts to improve treatment access, inequities exist in the receipt of medications for opioid use disorder by race and ethnicity and insurance type.
OBJECTIVE: To examine inequities in access to medications for opioid use disorder (MOUD)-specifically buprenorphine and naltrexone-by race and ethnicity and insurance type after opioid-related health care events.
DESIGN, SETTING, AND PARTICIPANTS: This retrospective cohort study used data from the Institute for Health Equity Research Multi-Payor Claims Database, which includes more than 130 million individuals across commercial, Medicaid, and Medicare Advantage insurance plans. The cohort consisted of patients aged 18 years or older with an opioid use disorder (OUD)-related health care event (opioid-related overdose, infection, or treatment event) that occurred between January 1, 2017, and December 31, 2022. Statistical analysis was conducted from October 2023 to December 2024.
EXPOSURE: Race and ethnicity and insurance type, including commercial insurance, Medicaid, and Medicare Advantage, were the primary exposures.
MAIN OUTCOMES AND MEASURES: The primary outcome was receipt of MOUD (buprenorphine or naltrexone) within 180 days of an OUD-related health care event. Logistic regression models were used to assess the associations of MOUD receipt with race and ethnicity and with insurance type, adjusting for demographic, clinical, time, and geographical covariates.
RESULTS: Among 176 997 index events involving 164 728 patients between 2017 and 2022, the mean (SD) patient age was 40.0 (13.1) years; 104 005 (58.8%) involved men; 1083 events (0.6%) were among Asian patients, 23 424 (13.2%) were among Black patients, 10 302 (5.8%) were among Hispanic patients, 90 124 (50.9%) were among White patients, and 4697 (2.7%) were among patients of other race and ethnicity; and 147 257 (83.2%) were covered by Medicaid. Black (adjusted estimated probability, 17.1% [95% CI, 13.0%-21.1%]) and Hispanic (adjusted estimated probability, 16.2% [95% CI, 11.6%-20.8%]) patients were significantly less likely than White patients (adjusted estimated probability, 20.5% [95% CI, 16.4%-24.7%]) to receive buprenorphine (Black patients: adjusted odds ratio [AOR], 0.75 [95% CI, 0.63-0.90]; adjusted risk difference [ARD], -3.4 percentage points [pp] [95% CI, -6.5 to -0.4 pp]; Hispanic patients: AOR, 0.69 [95% CI, 0.51-0.92]; ARD, -4.4 pp [95% CI, -9.1 to 0.4 pp]) but received naltrexone at similar rates. Patients with Medicaid (AOR, 1.39 [95% CI, 1.14-1.69]; ARD, 3.5 pp [95% CI, 0.9-6.1 pp]) or Medicare Advantage (AOR, 1.40 [95% CI, 1.05-1.86]; ARD, 3.6 pp [95% CI, -0.6 to 7.7 pp]) were more likely to receive buprenorphine compared with those with commercial insurance. Buprenorphine access improved incrementally from 2017 to 2022, reflecting recent clinical and policy changes; however, disparities persisted.
CONCLUSIONS AND RELEVANCE: In this cohort study of more than 17 600 opioid-related index health care events, race and ethnicity-based and insurance-based disparities in access to MOUD persisted despite efforts to expand treatment availability. These findings underscore the need for targeted interventions, including culturally tailored care, expanded access points, and policy reforms to address structural barriers and reduce inequities contributing to the overdose crisis.","Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/40569592/,research/review_2026-09-21/pubmed/raw/priority_metadata_006000.xml,True,False,Awaiting independent human title/abstract screening,Mental health and pain title terms; manual classification pending,,,,,,,
R-34176279,,34176279,Impact of High-Deductible Health Plans on Emergency Department Patients With Nonspecific Chest Pain and Their Subsequent Care.,Chou SC; Hong AS; Weiner SG; Wharam JF,2021,Circulation,journal_article,,,10.1161/CIRCULATIONAHA.120.052501,PMC8323713,"BACKGROUND: Timely evaluation of acute chest pain is necessary, although most evaluations will not find significant coronary disease. With employers increasingly adopting high-deductible health plans (HDHP), how HDHPs impact subsequent care after an emergency department (ED) diagnosis of nonspecific chest pain is unclear.
METHODS: Using a commercial and Medicare Advantage claims database, we identified members 19 to 63 years old whose employers exclusively offered low-deductible (≤$500) plans in 1 year, then, at an index date, mandated enrollment in HDHPs (≥$1000) for a subsequent year. We matched them with contemporaneous members whose employers only offered low-deductible plans. Primary outcomes included population rates of index ED visits with a principal diagnosis of nonspecific chest pain, admission during index ED visits, and index ED visits followed by noninvasive cardiac testing within 3 and 30 days, coronary revascularization, and acute myocardial infarction hospitalization within 30 days. We performed a cumulative interrupted time-series analysis, comparing changes in annual outcomes between the HDHP and control groups before and after the index date using aggregate-level segmented regression. Members from higher-poverty neighborhoods were a subgroup of interest.
RESULTS: After matching, we included 557 501 members in the HDHP group and 5 861 990 in the control group, with mean ages of 42.0 years, 48% to 49% female, and 67% to 68% non-Hispanic White individuals. Employer-mandated HDHP switches were associated with a relative decrease of 4.3% (95% CI, -5.9 to -2.7; absolute change, -4.5 [95% CI, -6.3 to -2.8] per 10 000 person-years) in nonspecific chest pain ED visits and 11.3% (95% CI, -14.0 to -8.6) decrease (absolute change, -1.7 per 10 000 person-years [95% CI, -2.1 to -1.2]) in visits leading to hospitalization. There was no significant decrease in subsequent noninvasive testing or revascularization procedures. An increase in 30-day acute myocardial infarction admissions was not statistically significant (15.9% [95% CI, -1.0 to 32.7]; absolute change, 0.3 per 10 000 person-years [95% CI, -0.01 to 0.5]) but was significant among members from higher-poverty neighborhoods.
CONCLUSIONS: Employer-mandated HDHP switches were associated with decreased nonspecific chest pain ED visits and hospitalization from these ED visits, but no significant change in post-ED cardiac testing. However, HDHP enrollment was associated with increased 30-day acute myocardial infarction admission after ED diagnosis of nonspecific chest pain among members from higher-poverty neighborhoods.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/34176279/,research/review_2026-09-21/pubmed/raw/priority_metadata_004200.xml,True,False,Awaiting independent human title/abstract screening,Mental health and pain title terms; manual classification pending,,,,,,,
R-39828938,,39828938,A time series analysis of Medicare-reimbursed telepsychiatry consultations across Australian states and territories before and after telehealth item expansion: Enabling policy can improve access to care.,Woon LS; A Maguire P; Reay RE; Smith D; Bastiampillai T; Looi JC,2026,Journal of telemedicine and telecare,journal_article,,,10.1177/1357633X241311623,,"ObjectiveWe aimed to examine the associations of telepsychiatry consultations with the Medicare Benefits Schedule (MBS) telehealth policy changes (pandemic-related expansion and subsequent consolidation).MethodsWe performed a time series analysis of MBS telepsychiatry usage (January 2016-December 2023) using state/territory-level Medicare panel data. Linear regression analyses with panel-corrected standard error and autocorrelation were performed for telepsychiatry consultations (overall and age and sex subgroups). Telehealth policies, rural psychiatrist availability (rural psychiatrists per 100,000 population) and their interaction were the independent variables. The models were adjusted for pandemic lockdown severity (Stringency Index) and population size.ResultsTelehealth expansion and consolidation were associated with substantial increases in telepsychiatry consultations, with larger increases in the consolidation phase. Given the telehealth policy changes, lower per capita rural psychiatrists were associated with more telepsychiatry consultations. Males and older people (>65 years) showed greater relative consultation increases. Policy change-related telepsychiatry increases varied amongst states and territories.DiscussionThere was sustained telepsychiatry usage when it became more readily available, beyond the direct impact of acute pandemic lockdowns. Telehealth-enabling policies may contribute to fulfilling unmet mental health needs and improving access to psychiatric care amongst Australians. Further in-depth research in this area is needed.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/39828938/,research/review_2026-09-21/pubmed/raw/priority_metadata_005800.xml,True,True,Awaiting independent human title/abstract screening,Mental health and pain title terms; manual classification pending,,,,,,,
R-30947888,,30947888,Sociodemographic Variation in the Use of Conservative Therapy Before MRI of the Lumbar Spine for Low Back Pain in the Era of Public Reporting.,Lind KE; Flug JA,2019,Journal of the American College of Radiology : JACR,journal_article,,,10.1016/j.jacr.2018.12.047,,"PURPOSE: To evaluate the relationship between use of MRI of the lumbar spine for low back pain without prior conservative therapy and sociodemographic factors after the implementation of public reporting for Medicare's Hospital Outpatient Imaging Efficiency Measure for MRI Lumbar Spine for Low Back Pain (OP-8) metric.
MATERIALS AND METHODS: We conducted a secondary data analysis using a nationally representative sample of 2009 to 2014 Medicare claims to evaluate trends in use of conservative therapy before MRI of the lumbar spine. Continuously enrolled fee-for-service Medicare beneficiaries were included. We applied the same criteria used by Medicare to generate a measure consistent with OP-8. Regression was used to evaluate trends in OP-8 by reporting status (outpatient hospital or clinic) and beneficiary characteristics. Age, sex, and race from the Medicare denominator and area-level socioeconomic measures from the Area Health Resource File were used as covariates.
RESULTS: Use of conservative therapy before MRI increased regardless of OP-8 reporting status. Several sociodemographic characteristics were associated with the likelihood of receiving conservative therapy before MRI; beneficiaries were less likely to receive conservative therapy before MRI if they were male, older, black, Hispanic or Latino; if they lived in the West or in an area with more college graduates; or if they had low incomes. Beneficiaries were more likely to receive conservative therapy before MRI if they had poorer health or lived in areas with higher home values.
CONCLUSION: Variations in use of conservative therapy according to factors other than clinically relevant factors, such as health status, are worrying. Further strategies are needed to improve appropriateness and equity in the provision of diagnostic imaging.",Comparative Study; Journal Article,https://pubmed.ncbi.nlm.nih.gov/30947888/,research/review_2026-09-21/pubmed/raw/priority_metadata_003200.xml,True,False,Awaiting independent human title/abstract screening,Mental health and pain title terms; manual classification pending,,,,,,,
R-41067704,,41067704,Litigation Involving Intravitreal Injections in Ophthalmology: A Review of Legal Claims and Outcomes.,Bantounou MA; Starr MR,2026,Ophthalmology. Retina,journal_article,,,10.1016/j.oret.2025.09.014,,"PURPOSE: Intravitreal (IVT) injections are among the most commonly performed procedures in ophthalmology. Although generally safe, they do carry some risk. This study aimed to characterize lawsuits related to IVT injections and identify trends and actionable insights relevant to clinical practice and patient safety.
DESIGN: Retrospective medicolegal case review.
SUBJECTS: Sixty IVT injection-related lawsuits.
METHODS: The Westlaw database was queried for lawsuits involving IVT injections from 2000 to 2025 using key search terms. Trial court documents, trial court orders, cases, verdicts, and settlements were reviewed. Because all data were publicly available, institutional review board review was not required.
MAIN OUTCOME MEASURES: Case characteristics and litigation outcomes cited in lawsuits.
RESULTS: Sixty IVT-related lawsuits were identified. Louisiana (32%) and California (20%) were the most commonly involved states. The most frequently cited agents were triamcinolone (33.3%), brolucizumab (13.3%), and bevacizumab (13.3%). Male patients comprised the most common plaintiff group (43%). Lawsuits against physicians accounted for 13% (n = 8) of cases, often involving male attending physicians (75%), Veterans Affairs settings (63%), and residents (38%). Common allegations included injection-related injuries and delayed treatment. Outcomes were primarily in favor of the defendant (50%), followed by settlements (undisclosed) in 2 cases (25%): 1 in favor of the plaintiff with an award of $1 607 683 (12.5%) and 1 with an unknown outcome (12.5%). Lawsuits (n = 37) against manufacturers commonly cited product liability (97%) and failure to warn (94%) as the legal claims, and often involved contaminated injections (57%). Twenty-nine cases (78.4%) were settled, including 18 patient claims against manufacturers (median settlement: $193 563; interquartile range [IQR]: $109 118-$258 161), 7 cases (18.9%) were decided for the defendant, and 1 (2.7%) for the plaintiff. Fifteen cases involved fraud claims, primarily Medicare fraud (n = 8) and improper billing (n = 4); among these, 4 were settled, 4 decided for the plaintiff, 4 for the defendant, and 3 remain ongoing. Eight fraud cases included financial awards (median: $2 335 919; IQR: $366 169-$34 999 361).
CONCLUSIONS: Three key areas of vulnerability emerged: procedural lapses, inadequate informed consent, and regulatory failures. Addressing these issues may reduce litigation risk and enhance patient safety surrounding IVT injections.
FINANCIAL DISCLOSURE(S): Proprietary or commercial disclosure may be found in the Footnotes and Disclosures at the end of this article.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/41067704/,research/review_2026-09-21/pubmed/raw/priority_metadata_006200.xml,True,False,Awaiting independent human title/abstract screening,Physician-gender context title terms; manual classification pending,,,,,,,
R-9679997,,9679997,The association of physician attitudes about uncertainty and risk taking with resource use in a Medicare HMO.,Allison JJ; Kiefe CI; Cook EF; Gerrity MS; Orav EJ; Centor R,1998,Medical decision making : an international journal of the Society for Medical Decision Making,journal_article,,,10.1177/0272989X9801800310,,"PURPOSE: To explore the association between the attitudes of primary care physicians toward uncertainty and risk taking, as measured by a validated survey, with resource use in a Medicare HMO.
DESIGN: All primary-care internists (n=20) in a large, multi-specialty clinic were surveyed to measure their attitudes about uncertainty and risk taking using three previously developed scales. Results were linked with administrative data for 792 consecutive patients in a recently created Medicare HMO. The patients' index visits occurred between April 1, 1995, and November 30, 1995.
ANALYSIS: Charges stemming from several claim types (primary care and subspecialty physician, laboratory, radiology, and ambulatory procedures) in the 30 days following the index visit were summed. The physician scales were dichotomized at the median to seek unadjusted associations with charges. Generalized estimation equations were used to account for the correlation of charges resulting from patients' being nested within physicians and adjusted for physician characteristics (age, sex, years in practice) and patient characteristics (age, sex, comorbidity).
MAIN RESULTS: The physician response rate was 90%. Most physicians (90%) were male. The mean age of the patients was 74 years, and 69% were female. The mean cost (+/-SD) per patient was $621.61+/-1,737.31. From the unadjusted analysis, high ""anxiety due to uncertainty"" was associated with higher patient charges ($197.85 vs $158.21, p=0.01). From the multivariable analysis, each standard deviation increase in ""anxiety due to uncertainty"" (3.5 points) corresponded to a 17% increase in mean charges (p < 0.01) and each similar increase in ""reluctance to disclose uncertainty to patients"" (1.92 points) corresponded to a 12% increase (p=0.03). However, increasing ""reluctance to disclose mistakes to physicians"" and increasing physician risk-taking propensity were associated with decreased total charges [-10% per standard deviation (1.34 points), p=0.02, and -8% per standard deviation (3.26 points), p=0.02, respectively].
CONCLUSION: Physician attitudes toward uncertainty were significantly associated with patient charges. Further investigation may improve prediction of patient-care charges, offer insight into the medical decision-making process, and perhaps clarify the relationship between cost, uncertainty, and quality of care.","Journal Article; Research Support, U.S. Gov't, P.H.S.",https://pubmed.ncbi.nlm.nih.gov/9679997/,research/review_2026-09-21/pubmed/raw/priority_metadata_000200.xml,True,False,Awaiting independent human title/abstract screening,Physician-gender context title terms; manual classification pending,,,,,,,
R-32282264,,32282264,Physician Practice Variability in the Use of Extended-Fraction Radiation Therapy for Bone Metastases: Are We Choosing Wisely?,Gupta A; Wang P; Sedhom R; Chino F; Waddle MR; Miller RC; Johnson DH; Sanford NN; Narang A; Alcorn SR; Makary MA,2020,JCO oncology practice,journal_article,,,10.1200/JOP.19.00633,,"PURPOSE: Routine use of extended-fraction (> 10 fractions) radiation therapy (RT) for palliation of bone metastases is recognized as a low-value intervention by the American Society for Radiation Oncology. We examined contemporary practice patterns of, and physician characteristics associated with extended-fraction RT use.
MATERIALS AND METHODS: We conducted a retrospective cohort study using Medicare fee-for-service data. We included patients who underwent 2- or 3-dimensional external-beam RT for bone metastases between January 1, 2016, and December 31, 2018. Physicians treating > 10 patients over the study period were analyzed for their individual practice. Hierarchic logistic regression modeling was used to identify patient- and physician-level factors associated with extended-fraction RT use.
RESULTS: A total of 12,221 patients (median age, 75.6 years; 40.9% women, 87.6% white) were included. The rate of extended-fraction RT was 23.4%. A total of 1,432 physicians treated any patient. Among the 382 physicians treating > 10 patients, 127 (33.2%) used extended-fraction RT > 30% (consensus threshold). Physician factors associated with decreased odds of extended-fraction RT were years since medical school graduation (≤ 10 years and 11-20 years v ≥ 31 years: adjusted odds ratio [aOR], 0.32 [95% CI, 0.20 to 0.51] and 0.64 [95% CI, 0.44 to 0.93]) and practicing in the Northeast or Midwest versus the South (aOR, 0.36 [95% CI, 0.22 to 0.58] and 0.48 [95% CI, 0.31 to 0.74]). Physicians treating > 20 patients (v 11-14 patients) over the study period had increased odds of delivering extended-fraction RT (aOR, 1.53 [95% CI, 1.10 to 2.12]).
CONCLUSION: In this study, almost one fourth of patients received extended-fraction RT, and one third of physicians had an extended-fraction RT use rate of > 30%. Personalized feedback of performance data, clinical pathways and peer review, and updated reimbursement models are potential mechanisms to address this low-value care.","Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/32282264/,research/review_2026-09-21/pubmed/raw/priority_metadata_003600.xml,True,True,Awaiting independent human title/abstract screening,Physician-gender context title terms; manual classification pending,,,,,,,
R-30650175,,30650175,"The Characteristics of Surgeons Performing Total Shoulder Arthroplasty: Volume Consistency, Training, and Specialization.",Zmistowski B; Warrender W; Livesey M; Girden A; Williams GR; Namdari S,2018,"American journal of orthopedics (Belle Mead, N.J.)",journal_article,,,10.12788/ajo.2018.0111,,"Total shoulder arthroplasty (TSA) has proved a cost-effective, reproducible procedure for multiple shoulder pathologies. As utilization of TSA continues to grow, it is important to investigate procedure diversity, training, and other characteristics of surgeons performing TSA. To identify surgeons performing TSA in the Medicare population, the Medicare Provider Utilization and Payment Databases from 2012 through 2014 were used. This dataset includes any provider who bills Medicare >10 times with a single billing code. A web-based search was performed for each physician performing >10 TSA in all years of the study to identify their surgical training characteristics. Between 2012 and 2014, 1374 surgeons (39 females [2.8%]) performed >10 TSA in Medicare patients in at least 1 year (71,973 TSA). Only 44.3% (609/1374) of surgeons met this threshold for all 3 years (55,538 TSA). Of these 609 surgeons, 191 (31.3%) were shoulder and elbow fellowship trained (21,444 TSA). Shoulder and elbow fellowship-trained surgeons were at earlier points in their careers and practiced in large referral-based centers with other surgeons performing TSA. In addition to TSA, surgeons performed other non-arthroplasty shoulder procedures (80.2% of surgeons), total knee arthroplasty (46.3%), repairs of traumatic injuries (29.8%), total hip arthroplasty (27.8%), non-arthroplasty knee surgeries (27.2%), elbow procedures (19.6%), and hand surgery (15.4%) during the study period. With less than one-third of TSA performed by shoulder and elbow fellowship-trained surgeons with consistent moderate-volume practices, the impact of consistent high-volume practices and targeted fellowship training on quality must be determined.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/30650175/,research/review_2026-09-21/pubmed/raw/priority_metadata_003200.xml,True,True,Awaiting independent human title/abstract screening,Physician-gender context title terms; manual classification pending,,,,,,,
R-32006487,,32006487,Clinical Productivity and Medicare Payments Among Female and Male Oral and Maxillofacial Surgeons.,Patel NA; Ji YD; Donoff RB,2020,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,journal_article,,,10.1016/j.joms.2019.12.024,,"PURPOSE: To characterize and compare clinical productivity and payments between female and male oral and maxillofacial surgeons (OMSs) serving Medicare beneficiaries in 2017.
MATERIALS AND METHODS: This cross-sectional study was composed of Medicare Provider Utilization and Payment Data from 2017. Providers were included if they were labeled as maxillofacial surgeons. The primary outcome variable was Medicare payment. Secondary outcome variables included clinical productivity (number of charges), unique billing codes, mean payment per charge, and beneficiary hierarchical condition category. Descriptive statistics and pair-wise comparisons were computed at an α level of .05.
RESULTS: The analysis cohort was composed of 737 distinct OMSs, of whom 58 were women. Although female surgeons recorded higher mean clinical productivity, total Medicare payments, and number of unique Healthcare Common Procedure Coding System billing codes relative to male surgeons in both the facility and office settings, the differences were not statistically different. Payment per charge did not differ significantly between genders in the office setting. In the facility setting, women were reimbursed $63.74 per charge whereas men were reimbursed $109.69 per charge (P < .02). Female OMSs treated more medically complex patients relative to male OMSs (P < .02).
CONCLUSIONS: Clinical productivity and total Medicare payments were similar between genders in both the facility and office settings, disputing prior surveys that illustrated bias about the productivity and ability of female OMSs. Female OMSs earned, on average, less per submitted charge in facility settings, which may be due to differences in documentation. The reason for this difference warrants further study.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/32006487/,research/review_2026-09-21/pubmed/raw/priority_metadata_003600.xml,True,True,Awaiting independent human title/abstract screening,Physician-gender context title terms; manual classification pending,,,,,,,
R-33170867,,33170867,Estimated number of eligible Part B beneficiaries for the medicare diabetes prevention program at the county level and by urban-rural classification.,Ng BP; Cheng YJ; Rutledge S; Cannon MJ; Zhang P; Smith BD,2020,PloS one,journal_article,,,10.1371/journal.pone.0241757,PMC7654820,"INTRODUCTION: Diabetes imposes large health and financial burdens on Medicare beneficiaries. Type 2 diabetes can be prevented or delayed through lifestyle modification programs. In 2018, Medicare began to offer the Medicare Diabetes Prevention Program (MDPP), a lifestyle intervention, to eligible beneficiaries nationwide. The number of MDPP-eligible beneficiaries is not known, but this information is essential in efforts to expand the program and increase enrollment. This study aimed to estimate the number and spatial variation of MDPP-eligible Part B beneficiaries at the county level and by urban-rural classification.
METHODS: Data from 2011-2016 National Health and Nutrition Examination Surveys and a survey-weighted logistic regression model were used to estimate proportions of prediabetes in the United States by sex, age, and race/ethnicity based on the MDPP eligibility criteria. The results from the predictive model were applied to 2015 Medicare Part B beneficiaries to estimate the number of MDPP-eligible beneficiaries. The National Center for Health Statistics' Urban-Rural Classification Scheme for Counties from 2013 were used to define urban and rural categories.
RESULTS: An estimated 5.2 million (95% CI = 3.5-7.0 million) Part B beneficiaries were eligible for the MDPP. By state, estimates ranged from 13,000 (95% CI = 8,500-18,000) in Alaska to 469,000 (95% CI = 296,000-641,000) in California. There were 2,149 counties with ≤1,000 eligible beneficiaries and 11 with >25,000. Consistent with demographic patterns, urban counties had more eligible beneficiaries than rural counties.
CONCLUSIONS: These estimates could be used to plan locations for new MDPPs and reach eligible Part B beneficiaries for enrollment.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/33170867/,research/review_2026-09-21/pubmed/raw/priority_metadata_003800.xml,True,False,Awaiting independent human title/abstract screening,Deterministic remainder sample,,,,,,,
R-11482118,,11482118,Use of home health care by ESRD and Medicare beneficiaries.,Kauf TL; Shih YC,1999,Health care financing review,journal_article,,,,PMC4194603,"The use of home health care (HHC) services among Medicare end stage renal disease (ESRD) enrollees remains an under-studied area. In this article, the authors report sociodemographic characteristics and patterns of HHC utilization by Medicare-covered ESRD patients. The authors found that those who were female, age 85 or over, diabetic, and residing in the New England or West South Central census divisions were more likely to use HHC services and were also more intensive users. Analysis of use patterns in such high-risk populations is necessary to ensure that health policy changes do not have unintended consequences for vulnerable patients.",Comparative Study; Journal Article,https://pubmed.ncbi.nlm.nih.gov/11482118/,research/review_2026-09-21/pubmed/raw/priority_metadata_000400.xml,True,False,Awaiting independent human title/abstract screening,Deterministic remainder sample,,,,,,,
